college_name,possible_intake,source
"Crescent College of Pharmaceutical Sciences, Kannur",,kuhs.txt
"MGM College Of Pharmacy, Kannur",,kuhs.txt
"Government Medical College, Kannur",,kuhs.txt
"Lourde Institute of Allied Health Sciences,Pattuvam",,kuhs.txt
"Co-Operative Institute of Health Sciences, Mannayad",,kuhs.txt
"P_N Panicker Souhruda Ayurveda Medical College, Kasargod",,kuhs.txt
"Century International Institute Of Dental Sciences & Research Centre, Kasaragod",,kuhs.txt
"Government Medical College, Kasaragod",,kuhs.txt
"Laxmi Meghan College of Nursing, Kanhangad",,kuhs.txt
"Malik Deenar College of Nursing, Kasaragod",,kuhs.txt
"SI-MET College of Nursing, Kasaragod",,kuhs.txt
"Govt. College of Nursing, Kasargode",,kuhs.txt
"Malik Deenar College of Pharmacy, Kasaragod",,kuhs.txt
"Rajiv Gandhi Institute of Pharmaceutical Sciences and Research, Kasaragod",,kuhs.txt
"Marthoma College of Special Education, Badiadka, Kasargod",,kuhs.txt
"Rajiv Gandhi Institute of Speech and Hearing, Trikaripur",,kuhs.txt
"Sree Narayana Institute of Ayurvedic Studies and Research, Puthur, Kollam",,kuhs.txt
"Azeezia College Of Dental Sciences And Research, Kollam",,kuhs.txt
"Travancore Dental College, Kollam",,kuhs.txt
"Azeezia Institute of Medical Sciences & Research, Kollam",,kuhs.txt
"Travancore Medical College, Kollam",,kuhs.txt
"Govt, Medical College, Kollam",,kuhs.txt
"Azeezia College of Nursing, Kollam",,kuhs.txt
"Bishop Benziger College of Nursing, Kollam",,kuhs.txt
"Holy Cross College of Nursing, Kollam",,kuhs.txt
"Mercy College of Nursing, Kottarakkara",,kuhs.txt
"St.Joseph's College of Nursing, Anchal, Kollam",,kuhs.txt
"Travancore College of Nursing, Kollam",,kuhs.txt
"Upasana College of Nursing, Kollam",,kuhs.txt
"Vellappally Natesan Shashtyabdapoorthi Smaraka College of Nursing, Kollam",,kuhs.txt
Parabrahma College of Nursing Oachira Kollam,,kuhs.txt
"Government College of Nursing, Kollam",,kuhs.txt
"Institute of Nursing Education, Kottarakkara",,kuhs.txt
"CAPE College of Nursing,Pathanapuram",,kuhs.txt
"SI-MET College of Nursing_, Chavara",,kuhs.txt
"MGM Academy of Pharmacy, Kaithakuzhy, Kollam",,kuhs.txt
"Holy Cross College of Allied Health Sciences, Kollam",,kuhs.txt
"Athurasramam N.S.S Homoeo Medical College, Kottayam",,kuhs.txt
"Government Dental College, Kottayam",,kuhs.txt
"Govt. Medical College, Kottayam",,kuhs.txt
"BCF College of Nursing, Vaikom",,kuhs.txt
"Caritas College of Nursing, Kottayam",,kuhs.txt
"Govt.College of Nursing, Kottayam",,kuhs.txt
"Mar Sleeva College of Nursing, Pala, Kottayam",,kuhs.txt
"St.Thomas College of Nursing, Changanassery",,kuhs.txt
"Theophilus College of Nursing, Kottayam",,kuhs.txt
"Velankanni Matha College of Nursing, Thellakom, Kottayam",,kuhs.txt
"Assisi College of Nursing, Erumely, Kottayam",,kuhs.txt
"Mercy College of Nursing, Thalayolaparambu, Kottayam",,kuhs.txt
"Little Lourdes College of Nursing,Kidanggor, Kottayam",,kuhs.txt
"Thiruhrudaya College of Nursing, Kottayam",,kuhs.txt
"Institute of Nursing Education, School of Medical Education, Puthupally, Kottayam",,kuhs.txt
"Institute of Nursing Education, School of Medical Education, Pala, Andoor, Kottayam",,kuhs.txt
"Institute of Nursing Education, Schoo! of Medical Education, Gandhi Nagar, Kottayam",,kuhs.txt
"Leyamma Memorial College of Nursing, Kottayam",,kuhs.txt
"CPAS Institute of Nursing Education, Kanjirapally",,kuhs.txt
"College of Pharmaceutical Sciences, Govt. Medical College, Kottayam",,kuhs.txt
"Hindustan College Of Pharmacy _,Kanjirappally, Kottayam",,kuhs.txt
"Caritas College Of Pharmacy, Thellakom, Kottayam",,kuhs.txt
"BCF College of Physiotherapy, Vaikom",,kuhs.txt
"St Mary's College of Physiotherapy, Kangazha, Kottayam",,kuhs.txt
"KMCT Ayurveda Medical College, Kozhikkode",,kuhs.txt
"183 MDO11 KMCT Dental College, Kozhikode",11,kuhs.txt
"184 MD023 Sree Anjaneya Institute of Dental Sciences,Modakkallur",023,kuhs.txt
"185 MMO09 Govt. Medical College, Kozhikode",09,kuhs.txt
"186 MMoi4 KMCT Medical College, Kozhikkode",4,kuhs.txt
"187 MMO15 Malabar Medical College Hospital & Research Centre, Kozhikkode",15,kuhs.txt
"188 MNOO9 Baby Memorial College of Nursing, Kozhikode",9,kuhs.txt
"189 MNO30 Govt, College of Nursing, Kozhikode",30,kuhs.txt
"190 MNO34 JDT Islam College of Nursing, Kozhikkode",34,kuhs.txt
"191 MNO40 KMCT College of Nursing, Kozhikode",40,kuhs.txt
"192 MNOS8 National Hospital College of Nursing, Elathur,Kozhikkode",8,kuhs.txt
"193 MNO61. Nirmala College of Nursing, Kozhikode",61,kuhs.txt
"194 MNO62 P.V.S.College of Nursing, Pantheerankavu,Kozhikkode",62,kuhs.txt
"195 MNO65 Red Crescent College of Nursing, Feroke, Kozhikkode",65,kuhs.txt
"196 MNO94 Santhi College of Nursing, Kozhikkode",94,kuhs.txt
"197 MN105 Sree Anjaneya College of Nursing, Kozhikkode",105,kuhs.txt
"198 MN166 St.Joseph's College of Nursing,Mukkam,Kozhikode",166,kuhs.txt
"199 MPO10 College of Pharmaceutical Sciences, Govt. Medical College, Kozhikode",10,kuhs.txt
"200 MP013 JDT Islam College of Pharmacy, Kozhikode",013,kuhs.txt
"201 MPO17 National College of Pharmacy, Kozhikode",17,kuhs.txt
"202 MPO36 KMCT College of Pharmaceutical Sciences, Kozhikode",36,kuhs.txt
"203 MPO064 KMCT Institute of Pharmaceutical Education and Research, Chathamangalam, Kozhikode",064,kuhs.txt
"204 MROOS AWH Special College, Kozhikkode",204,kuhs.txt
"205 MROOS Govt. Medical College, Kozhikkode",205,kuhs.txt
"206 MRO12 JDT Islam College of Physiotherapy, Kozhikkode",12,kuhs.txt
"207 MRO29 Baby Memorial College of Allied Medical Sciences, Kozhikkode",29,kuhs.txt
"208 MRO31 KMCT College of Allied Health Sciences, Mukkam, Kozhikode",31,kuhs.txt
209 MRO36 Institute of Mental Health & Neuroscience(IMHANS).,36,kuhs.txt
"210 MRO40 Malabar Medical College Institute of Allied and Health Sciences ,Ulliyeri_,Kozhikode",40,kuhs.txt
"211 MRO58 Santhi Institute of Allied Health Sciences, Omassery, Kozhikkode",58,kuhs.txt
"212 MRO65 Malabar Medical College Hospital and Research Centre, Kozhikode",65,kuhs.txt
"213 UMOO1 Markaz Unani Medical College & Hospital ,Puthupadi, Kozhikode",1,kuhs.txt
"214 AMO15 Vaidyaratnam PS Varier Ayurveda College, Kottakkal,Malapuram",15,kuhs.txt
"215 MDOOS Educare Institute Of Dental Sciences, Malappuram",215,kuhs.txt
"216 MDO12 Malabar Dental College And Research Centre, Edappal",12,kuhs.txt
"217 MDO14 MES Dental College, Malappuram",14,kuhs.txt
"218 MMO17 MES Medical College, Malappuram",17,kuhs.txt
"219 MMo25 Govt.Medical College,Manjeri",25,kuhs.txt
"220 MNOO2 Almas College of Nursing, Malappuram",2,kuhs.txt
"221 MNOO3 Al-Shifa College of Nursing, Perinthalmanna",3,kuhs.txt
"222 MNO17 College of Nursing, EMS Memorial Co-Operative Hospital, Malappuram",17,kuhs.txt
"225 MNOS6 MIMS College of Nursing, Malappuram",6,kuhs.txt
"226 MN134 Government College of Nursing, Manjeri",134,kuhs.txt
227 MN143 Edappal Hospitals Nursing College,143,kuhs.txt
"228 MN161. SIMET College of Nursing, Tanur, Malappuram",161,kuhs.txt
"229 MN168 IET College of Nursing , Malappuram",168,kuhs.txt
"230 MPO02 Al-Shifa College of Pharmacy, Perinthalmanna",02,kuhs.txt
"231 MPO06 Devaki Amma Memorial College of Pharmacy, Malappuram",06,kuhs.txt
"232 MPO12 Jamia Salafia Pharmacy College, Malappuram",12,kuhs.txt
"233 MPO030 Moulana College of Pharmacy, Perintalmanna",030,kuhs.txt
"234 MPOS3 MGM College of Pharmaceutical Sciences, Malappuram",3,kuhs.txt
"235 MPOS5 KMCT College Of Pharmacy_, Mampra_,Malappuram",5,kuhs.txt
"236 MPOS9 Madin College of Pharmacy, Malappuram",9,kuhs.txt
"237 MP062 Malabar College of Pharmacy, Edappal, Malappuram",062,kuhs.txt
"238 MP063 KMCT Institute of Pharmacy, Kuttipuram_ ,Malappuram",063,kuhs.txt
"239 MROO3 AL-SALAMA Eye Hospital, Perinthalmanna",3,kuhs.txt
"240 MROO4 Al Shifa College of Allied Healthcare, Perinthalmanna,Malappuram",4,kuhs.txt
"241 MROO8 EMS College of Allied Health Sciences, Perinthalmanna,Malappuram",8,kuhs.txt
"242 MRO18 MIMS College of Allied Health Sciences, Malappuram",18,kuhs.txt
"243 MRO19 Moulana College of Allied Health Sciences, Angadipuram, Malappuram",19,kuhs.txt
"244 MRO25 MES College of Allied Health Sciences _, Perinthalmanna",25,kuhs.txt
"245 AMOOL Ahalia Ayurveda Medical College, Palakkad",245,kuhs.txt
"246 AMO12 Santhigiri Ayurveda Medical College, Palakkad",12,kuhs.txt
"247 AMO16 Vishnu Ayurveda College, Shoranur",16,kuhs.txt
"249 MDO20 Royal Dental College, Chalissery, Palakkad",20,kuhs.txt
"250 MMO013 Karuna Medical College, Palakkad",013,kuhs.txt
251 MMO026 P. K. DAS INSTITUTE OF MEDICAL SCIENCES,026,kuhs.txt
"252 MM028 Govt.Medical College, Palakkad",028,kuhs.txt
"253 MM037 Palakkad Institute of Medical Sciences, Walayar",037,kuhs.txt
"254 MMO040 Kerala Medical College,Mangode, Palakkad",040,kuhs.txt
"255 MNO23 Crescent College of Nursing, Palakkad",23,kuhs.txt
"256 MNO38 Karuna College of Nursing,, Chittur, Palakkad",38,kuhs.txt
"257 MNO70 SI-MET College of Nursing, Malampuzha",70,kuhs.txt
"258 MNO96, Seventh Day Adventist College of Nursing, Palakkad",96,kuhs.txt
"259 MN112 P.K. Das College of Nursing, Ottapalam, Palakkad",112,kuhs.txt
"260 MN129 PIMS College of Nursing, Walayar, Palakkad",129,kuhs.txt
"261 MN137 Ahalia College of Nursing, Kozhippara, Palakkad",137,kuhs.txt
"262 MN140 Sanjo College of Nursing & Allied Science, Vellapara, Palakkad",140,kuhs.txt
"263 MN144 Valluvanad Institute of Nursing Sciences ,Ottapalam",144,kuhs.txt
"264 MN154 Govt. College of Nursing, Palakkad",154,kuhs.txt
"267 MPO14 Karuna College of Pharmacy, Palakkad",14,kuhs.txt
"268 MPO028 K.L.N, College of Pharmacy, Palakkad",028,kuhs.txt
"270 MPO032 Prime College of Pharmacy,Prime Nagar, Erattayal,Para-Pollachi Road,Kodumbu Post, Palakkad",032,kuhs.txt
"271 MP033 Sanjo College of Pharmaceutical Studies, Kuzhalmannam,Chithali.P.O, Palakkad-678 702",702,kuhs.txt
"272 MRO11 Institute for Communicative and Cognitive Neuro Sciences (ICCONS), Shoranur",11,kuhs.txt
"275 MRO69 Palakkad Institute of Medical Sciences, Walayar",69,kuhs.txt
"276 AMO06 Mannam Ayurveda Co-operative Medical College, Pandalam",06,kuhs.txt
"277 MD019 Pushpagiri College Of Dental Sciences, Thiruvalla",019,kuhs.txt
"278 MMO18 Pushpagiri Institute of Medical Sciences & Research Centre, Thiruvalla",18,kuhs.txt
279 MMO029 Mount Zion Medical College Hospital,029,kuhs.txt
280 MMO31 Believers Church Medical College Hospital,31,kuhs.txt
"281 MMO35 Government Medica! College, Konni",35,kuhs.txt
"282 MNOOS Archana College of Nursing, Pandalam",282,kuhs.txt
"283 MNO14 Chitra College of Nursing, Pandalam",14,kuhs.txt
"284 MNOSO Mar Gregorios Memorial Muthoot College of Nursing, Pathanamthitta",284,kuhs.txt
"285 MNOSS MGM Muthoot College of Nursing, Kozhencherry",285,kuhs.txt
"286 MNO63 Poyanil College of Nursing, Kozhencherry",63,kuhs.txt
"287 MNO64 Pushpagiri College of Nursing, Thiruvalla",64,kuhs.txt
"288 MNO77 St Gregorios college of nursing, Parumala,Pathanamthitta",77,kuhs.txt
"289 MNO85 IMM College of Nursing, Tiruvalla",85,kuhs.txt
"290 MN102 Believer's College of Nursing,Pathanamthitta",102,kuhs.txt
"291 MN106 Mount Zion Nursing_College, Pathanamthitta",106,kuhs.txt
"292 MN117 Holy Cross College of Nursing,Adoor,Pathanmthitta",117,kuhs.txt
"293 MN123 Institute of Nursing Education, Schoo! of Medical Education, Chuttippara, Pathanamthitta",123,kuhs.txt
"294 MN152 SI-MET College of Nursing,Konni",152,kuhs.txt
"295 MN1i58 CPAS Institute of Nursing Education, Seethathode, Pathanamthitta",58,kuhs.txt
"296 MN159 Govt. College of Nursing,Pathanamthitta",159,kuhs.txt
"297 MN163 Sree Ayyappa College of Nursing, Vadasserikkara, Pathanamthitta",163,kuhs.txt
"298 MN169 CAPE College of Nursing, Aranmula",169,kuhs.txt
"299 MP018 Nazareth College of Pharmacy, Thiruvalla",018,kuhs.txt
"300 MPO21 Pushpagiri College of Pharmacy, Tiruvalla",21,kuhs.txt
"301 MP034 Mount Zion College of Pharmaceutical Sciences & Research, Chayalode P O, Adoor",034,kuhs.txt
"302 MRO21 ST. Gregorios College of Health Sciences, Pathanamthitta",21,kuhs.txt
"303 MROS4 Muthoot College Of Allied Health Sciences, Kozhenchery",4,kuhs.txt
"304 MRO66 Pushpagiri Institute of Medical Sciences and Research Centre, Thiruvalla, Pathanamthitta",66,kuhs.txt
"305 MRO72 Believers Church Medical College Hospital, Thiruvalla",72,kuhs.txt
"306 AMO11 PNNM Ayurveda Medical College, Shoranur",11,kuhs.txt
Government Dental College Thrissur,,kuhs.txt
"Amala Institute of Medical Sciences, Thrissur",,kuhs.txt
"Govt. Medical College, Thrissur",,kuhs.txt
"Jubilee Mission Medical College & Research Institute, Thrissur",,kuhs.txt
"Amala college of Nursing, Thrissur",,kuhs.txt
"Aswini College of Nursing, Nadathara,Thrissur",,kuhs.txt
"Govt. College of Nursing, Thrissur",,kuhs.txt
"Jubilee Mission College of Nursing, Thrissur",,kuhs.txt
"Mother College of nursing, Thrissur",,kuhs.txt
"St.James College of Nursing, Chalakudy",,kuhs.txt
"West Fort College of Nursing, Thrissur",,kuhs.txt
"Snehodaya College of Nursing, Irinjalakkuda",,kuhs.txt
"Elite College of Nursing, Thrissur",,kuhs.txt
"Maria Theresa College of Nursing, Kuzhikkattussery, Thrissur",,kuhs.txt
"Nehru College of Pharmacy, Thiruvilwamala",,kuhs.txt
"St. James College of Pharmaceutical Sciences, Chalakudy",,kuhs.txt
ELIMS College of Pharmacy,,kuhs.txt
Nirmala College of Health Sciences Thrissur,,kuhs.txt
"West Fort College of Pharmacy, Pottore, Thrissur",,kuhs.txt
"Iriveni Institute of Pharmacy, Kecheri_, Thrissur",,kuhs.txt
"Holy Grace Academy of Pharmacy, Kuruvilasery, Mala",,kuhs.txt
"HOLY QUEEN COLLEGE OF PHARMACEUTICAL SCIENCES AND RESEARCH, WADAKKANCHERY",,kuhs.txt
"MET'S College of Pharmaceutical Sciences & Research, Mala, Thrissur",,kuhs.txt
"Government Medica! College, Thrissur",,kuhs.txt
"National Institute of Physical Medicine and Rehabilitation (NIPMR),",,kuhs.txt
"Amala College of Allied Health Sciences , Thrissur",,kuhs.txt
"JUBILEE MISSION MEDICAL COLLEGE & Research Institute, Thrissur",,kuhs.txt
"Govt. Ayurveda College, Thiruvananthapuram",,kuhs.txt
"Pankajakasthuri Ayurveda Medical College, Thiruvananthapuram",,kuhs.txt
"Govt. Homoeopathic Medical College, Thiruvananthapuram",,kuhs.txt
"Sri.Vidyadhiraja Homoeopathic Medical College, Thiruvananthapuram",,kuhs.txt
"Government Dental College, Thiruvananthapuram",,kuhs.txt
"Noorul Islam College Of Dental Sciences, Thiruvananthapuram",,kuhs.txt
PMS College of Dental Science and Research Vattappara Thiruvananthapuram,,kuhs.txt
"Sri Sankara Dental College, Varkala",,kuhs.txt
"Dr. Somervell Memorial CSI Medical College, Karakonam",,kuhs.txt
"Govt, Medical College, Thiruvananthapuram",,kuhs.txt
"Sree Gokulam Medical College & Research Foundation, Thiruvananthapuram",,kuhs.txt
"College of Nursing, Ananthapuri Hospitals & Research Institute, Thiruvananthapuram",,kuhs.txt
"Co-Operative College of nursing, Thiruvananthapuram",,kuhs.txt
"CSI College of Nursing, Karakonam",,kuhs.txt
"Govt.College of Nursing, Thiruvananthapuram",,kuhs.txt
"Kims College of Nursing, Thiruvananthapuram",,kuhs.txt
"Nightingale College of Nursing, Thiruvananthapuram",,kuhs.txt
"NIMS College of nursing, Neyyattinkara",,kuhs.txt
"Ruckmoni College of Nursing, Thiruvananthapuram",,kuhs.txt
"Saraswathy College of Nursing, Parassala",,kuhs.txt
"Sivagiri Sree Narayana Medical Mission College of Nursing, Varkala",,kuhs.txt
"Sree Gokulam Nursing College, Venjaramoodu, Thiruvananthapuram",,kuhs.txt
"PRS College of Nursing, Thiruvananthapuram",,kuhs.txt
"S P Fort College of Nursing, Thiruvannathapuram",,kuhs.txt
"Little Flower College of Nursing, Monvila Thiruvananthapuram",,kuhs.txt
"SI-MET College of Nursing, Muttathara, Thiruvananthapuram",,kuhs.txt
"Sri Sarada College Of Nursing, Nettayam, Trivandrum",,kuhs.txt
"SI-MET College of Nursing, Neyyattinkara",,kuhs.txt
"SI-MET College of Nursing, Varkala",,kuhs.txt
"Government College of Nursing, Annex, Thiruvananthapuram",,kuhs.txt
"Vimala College of Nursing, Varkala, Thiruvananthapuram",,kuhs.txt
"Ezhuthachan College of Pharmaceutical Sciences, Thiruvananthapuram",,kuhs.txt
"College of Pharmaceutical Sciences, Govt. Medical College, Thiruvananthapuram",,kuhs.txt
"Mar Dioscorus College of Pharmacy, Thiruvananthapuram",,kuhs.txt
"Sree Krishna College of Pharmacy & Research Centre, Parassala, Thiruvananthapuram",,kuhs.txt
"The Dale View College of Pharmacy & Research Centre, Thiruvananthapuram",,kuhs.txt
"MGM Silver Jubilee College Of Pharmacy, Kilimanoor, Thiruvanathapuram",,kuhs.txt
"KERALA ACADEMY OF PHARMACY, KANDALA, THIRUVANANTHAPURAM",,kuhs.txt
"John Enoch College of Pharmacy, Nedumcaud, Thiruvananthapuram",,kuhs.txt
"Bethany Navajeevan College of Physiotherapy, Thiruvananthapuram",,kuhs.txt
"Govt. Medical College, Thiruvananthapuram",,kuhs.txt
"Regional Cancer Centre, Govt. Medical College Campus, Trivandrum",,kuhs.txt
"Global Institute of Public Health, Ananthapuri Hospital and Research Institute, Thiruvananthapuram",,kuhs.txt
"National Institute of Speech & Hearing (NISH), Thiruvananthapuram",,kuhs.txt
"Sree Gokulam College of Allied Medical Sciences and Research, Thiruvananthapuram",,kuhs.txt
"Chaithanya Institute of Optometry and Vision Sciences, Kesavadasapuram, Thiruvananthapuram",,kuhs.txt
"NIMS College of Developmental Therapy, Neyyattinkara,Thiruvananthapuram",,kuhs.txt
"Sree Uthradom Thirunal Academy of Medical Sciences, Thiruvananthapuram",,kuhs.txt
"393. MMO38 Government Medical College, Wayanad",38,kuhs.txt
"394 MN100 Vinayaka College of Nursing, Wynad",100,kuhs.txt
"395 MN118 Dr.Moopen's Nursing College, Meppadi, Wayanad",118,kuhs.txt
"396 = MN133 Assumption College of Nursing, Sulthan Bathery, Wayanad",133,kuhs.txt
"397 MNi56 Govt. College of Nursing, Wayanad",56,kuhs.txt
398 = MPO41 Dr. Moopen's College of Pharmacy,41,kuhs.txt
Medical College P O Government of India,,kuhs.txt
List of Colleges as on 16-12-2025,2025,lbscentre_colleges.txt
Sl. College Course Merit Mgmt,,lbscentre_colleges.txt
B.Sc. Nursing Government Colleges,,lbscentre_colleges.txt
"1 ALN Govt. College of Nursing, Alappuzha NU 80 NA 0477-2283365",2283365,lbscentre_colleges.txt
"2 AMN Govt College of Nursing, Kannur( Pariyaram) NU 80 NA 0497-2808132",2808132,lbscentre_colleges.txt
"3 KKN Govt. College of Nursing, Kozhikode NU 80 NA 0495-2357621",2357621,lbscentre_colleges.txt
"4 KTN Govt. Nursing College, Kottayam NU 80 NA 0481-2598469",2598469,lbscentre_colleges.txt
"5 TRN Govt. College of Nursing, Thrissur NU 80 NA 0487-2208205",2208205,lbscentre_colleges.txt
"Govt. College of Nursing, Thiruvananthapuram",,lbscentre_colleges.txt
"7 EKN Govt College of Nursing, Kochi, Ernakulam NU 80 NA 0484-2754488",2754488,lbscentre_colleges.txt
"8 KLN Govt College of Nursing, Kollam NU 60 NA 0474-2573656",2573656,lbscentre_colleges.txt
"9 MJN Govt College of Nursing, Manjeri NU 60 NA",60,lbscentre_colleges.txt
"10 PNN Govt College of Nursing, Pathanamthitta NU 60 NA 04768-2994534",2994534,lbscentre_colleges.txt
"11 KSN Govt College of Nursing, Kasargod NU 60 NA 0497-2808132",2808132,lbscentre_colleges.txt
"12 IDN Govt College of Nursing, Idukki NU 60 NA",60,lbscentre_colleges.txt
"13 WYN Govt College of Nursing, Wayanad NU 60 NA 0495-2357621",2357621,lbscentre_colleges.txt
"14 PKN Govt College of Nursing, Palakkad NU (40 seats reserved for 0491-2520025",2520025,lbscentre_colleges.txt
"Institute of Nursing Science and Research, Malabar Cancer",,lbscentre_colleges.txt
B.Sc. Nursing Colleges Under SIMET(State Institute of Medical Education and Technology),,lbscentre_colleges.txt
"SEN SIMET College of Nursing, Palluruthy, Ernakulam NU 51 NA 0484-2231530,",2231530,lbscentre_colleges.txt
"SIMET College of Nursing, Palluruthy, Ernakulam (NRI quota) 9 NA 0484-2231530",2231530,lbscentre_colleges.txt
"SIMET College of Nursing, P.H.C Campus, Malampuzha,",,lbscentre_colleges.txt
"SPR SIMET College of Nursing, P.H.C Campus, Malampuzha, NU",,lbscentre_colleges.txt
"SIN SIMET College of Nursing,Muttathara, Thiruvananthapuram NU 51 NA 0471-2300660",2300660,lbscentre_colleges.txt
"SIR SIMET College of Nursing,Muttathara, Thiruvananthapuram NU",,lbscentre_colleges.txt
"SKN SIMET College of Nursing, Uduma, Kasargode. NU 51 NA 0467-2080725,",2080725,lbscentre_colleges.txt
"19 SKR SIMET College of Nursing, Uduma, Kasargode.(NRI quota) NU 0467-2080725",2080725,lbscentre_colleges.txt
"VSN SIMET College of Nursing, Varkala NU 51 NA 0470-2600058",2600058,lbscentre_colleges.txt
"VRN SIMET College of Nursing, Varkala(NRI quota) NU 9 NA 0470-2600058",2600058,lbscentre_colleges.txt
"NSN SIMET College of Nursing, Neyyattinkara NU 51 NA 0471-2122660",2122660,lbscentre_colleges.txt
"NRY SIMET College of Nursing, Neyyattinkara(NRI quota) NU 9 NA 0471-2122660",2122660,lbscentre_colleges.txt
"NON SIMET College of Nursing, Nooranad NU 51 NA 0479-2384255",2384255,lbscentre_colleges.txt
"NRO SIMET College of Nursing, Nooranad(NRI quota) NU 9 NA 0479-2384255",2384255,lbscentre_colleges.txt
"DSN SIMET College of Nursing, Dharmadom NU 51 NA 0497-2975542",2975542,lbscentre_colleges.txt
"DRN SIMET College of Nursing, Dharmadom(NRI quota) NU 9 NA 0497-2975542",2975542,lbscentre_colleges.txt
"TBN SIMET College of Nursing, Thaliparamba NU 51 NA 0460-2201049",2201049,lbscentre_colleges.txt
"TRP SIMET College of Nursing, Thaliparamba(NRI quota) NU 9 NA 0460-2201049",2201049,lbscentre_colleges.txt
Collegelist-2025 Page 1 of Total 16 Pages Updated on 31.10.2025,2025,lbscentre_colleges.txt
"KON SIMET College of Nursing, Konni NU 51 NA 0468-2995002",2995002,lbscentre_colleges.txt
"KRN SIMET College of Nursing, Konni(NRI quota) NU 9 NA 0468-2995002",2995002,lbscentre_colleges.txt
"TAN SIMET College of Nursing, Tanur, Malappuram NU 51 NA 0494-2580048",2580048,lbscentre_colleges.txt
"TAR SIMET College of Nursing, Tanur, Malappuram(NRI quota) NU 9 NA 0494-2580048",2580048,lbscentre_colleges.txt
"CVN SIMET College of Nursing, Chavara, Kiollam NU 51 NA",51,lbscentre_colleges.txt
"CVR SIMET College of Nursing, Chavara, Kiollam(NRI quota) NU 9 NA",9,lbscentre_colleges.txt
B.Sc. Nursing Colleges Under CPAS(Centre for Professional and Advanced Studies),,lbscentre_colleges.txt
"Institute of Nursing Education, School of Medical Education, 0481-",0481,lbscentre_colleges.txt
"Institute of Nursing Education, School of Medical Education,",,lbscentre_colleges.txt
"Institute of Nursing Education, School of Medical Education, 9447967150",9447967150,lbscentre_colleges.txt
"Institute of Nursing Education, School of Medical Education, 2598790,9447967150",9447967150,lbscentre_colleges.txt
B.Sc. Nursing Colleges Under CAPE(Cooperative Academy of Professional Education),,lbscentre_colleges.txt
"PAN CAPE College of Nursing, Alappuzha NU 42 8606295445,",8606295445,lbscentre_colleges.txt
"PAR CAPE College of Nursing, Alappuzha(NRI Seat) NU 8 9961595364",9961595364,lbscentre_colleges.txt
"PTN CAPE College of Nursing, Pathanapuarm NU 51",51,lbscentre_colleges.txt
"PTR CAPE College of Nursing, Pathanapuarm(NRI Seat) NU 9",9,lbscentre_colleges.txt
"CEN CAPE College of Nursing, Aranmula NU 25",25,lbscentre_colleges.txt
"CER CAPE College of Nursing, Aranmula (NRI Seat) NU 5",5,lbscentre_colleges.txt
B.Sc. Nursing Private Self Financing Colleges – ( Thiruvananthapuram District),,lbscentre_colleges.txt
"College of Nursing, Ananthapuri Hospitals & Research Centre ,",,lbscentre_colleges.txt
"CSI College of Nursing, Karakonam, Thiruvananthapuram,",,lbscentre_colleges.txt
Collegelist-2025 Page 2 of Total 16 Pages Updated on 31.10.2025,2025,lbscentre_colleges.txt
"Little Flower College of Nursing, Monvila, Kulathoor P.O.",,lbscentre_colleges.txt
"KIMS College of Nursing, Chempakamangalam, Korani, 0471-2429308,",2429308,lbscentre_colleges.txt
"NIMS College of Nursing, Aralumoodu, Neyyattinkara,",,lbscentre_colleges.txt
"P.R.S College of Nursing, Paliyode, Dalumugham P.O, 9061097107, 0471-",0471,lbscentre_colleges.txt
"Sree Gokulam Nursing College, Venjaramoodu,",,lbscentre_colleges.txt
"Saraswathi College of Nursing, Bheema Hill, Karode",,lbscentre_colleges.txt
"Sivagiri S.N.Medical Mission College of Nursing, Varkala,",,lbscentre_colleges.txt
"Sre Sarada College of Nursing, Sasthamangalam, 0471-2722531,",2722531,lbscentre_colleges.txt
"50 CON Co-operative College of Nursing, Thiruvananthapuram NU 45 45 8281250299,",8281250299,lbscentre_colleges.txt
"51 SFN S.P.Fort College of Nursing, Perumthanni, , Thiruvananthapuram NU 20 20 0471-2575010",2575010,lbscentre_colleges.txt
"Nightingale College of Nursing, Nedumangad, 0472-02805091 / 0472",0472,lbscentre_colleges.txt
"53 RCN Ruckmoni College of Nursing, Vellarada, Thiruvananthapuram NU 20 20 0471-224016, 2244695",2244695,lbscentre_colleges.txt
B.Sc. Nursing Private Self Financing Colleges – ( Kollam District),,lbscentre_colleges.txt
"Azeezia College of Nursing, Diamond Hills, Meeyannoor P.O.,",,lbscentre_colleges.txt
"Bishop Benziger College of Nursing,P.B. No. 46, Saastri Jn.,",46,lbscentre_colleges.txt
"Holy cross college of Nursing, Kottiyam, Kollam- 0474 – 2530121,",2530121,lbscentre_colleges.txt
"St.Joseph’s College of Nursing, Anchal.P.O, Kollam(Christian 0475 - 2279787,",2279787,lbscentre_colleges.txt
"58 KDN N.S. Memorial College of Nursing, Palathara, Kollam NU 30 30 0474 2729582,",2729582,lbscentre_colleges.txt
"Travancore College of Nursing, Medicity Hospital, Umayanallur",,lbscentre_colleges.txt
"60 VCN Vijaya College of Nursing, Kottarakkara, Kollam NU 42 43",43,lbscentre_colleges.txt
"61 PHN Parabrahma College of Nursing, Oachira, Kollam NU 20 20 0476-2694833",2694833,lbscentre_colleges.txt
